in der wanne baden,    have a bath,
in der woche,    during the week,
in der zwickmühle sein,    to be on the horns of a dilemma,
in der zwischenzeit,    in the meantime,
in der öffentlichkeit,    in public,
indessen,    meanwhile,
index,     index; indices,
indexgrenzen,     array bounds,
indexieren,    subscript,
indexierend,    indexing,
indexiert,    subscripted,
indexierte schaltung,     indexed shifter,
indexmarkierung  loch in der diskette,     index hole,
indexregister,     modifier register,
indexregister  indirekte adressierung,     index register,
indianer,         squaw,
indianerinnen,     squaws,
indianerzelt,     wigwag,
indianerzelte,     tepees,
in die bresche springen,    to step into the breach; to throw oneself into the breach,
in die brüche gehen,    to go to pieces,
in die eigene tasche arbeiten,    to line one's pocket,
in die enge treibend,    cornering,
in die falle lockend,    trapping,
in die flucht schlagen,    to put to flight,
in die höhe werfen,    to throw up,
in die kirche gehen,    to go to church,
in die kompetenz fallen,    to be the responsibility of,
in die lehre gegeben,    apprenticed,
indien,    India     commissioning,
in die quere kommen,    to get in the way,
in die schlagzeilen geraten,    to hit the headlines,
in die schule gehen,    to go to school,
in diesem augenblick,    at this juncture,
in diesem stadium,    at this stage,
in dieser beziehung,    in this regard,
in die tat umsetzen,    to put into practice,
in die zange nehmen,    heckle,
in die zange nehmend,    heckling,
indikator,     indicator,
indikatoren,     indicators,
indirekt,    indirect; indirectly; mediate; mediately; multi level,
indirekte,    indirect; indirectly,
indirekte adressierung,    indirect addressing,
indisch,    indian,
indiskret,    indiscreet; indiscreetly,
indiskrete,    indiscreetly,
indiskretere,    more indiscreet,
indiskreteste,    most indiscreet,
indiskretion,     indiscreetness; indiscretion,
indiskretionen,     indiscretions,
indiskutabel,    out of the question,
indium,     indium,
individualfürsorge,     casework,
individualfürsorger,     caseworker,
individualisieren,    individualize,
individualisierend,    individualizing,
individualisiert,    individualized; individualizes,
individualisierte,    individualized,
individualisierung,     individualization,
individualisierungen,     individualizations,
individualismus,     individualism,
individualist,     individualist,
individualistisch,    individualistic,
individualistische,    individualistically,
individualität,     individuality,
individuell,    individual; individually,
individuelle,    individuals,
indizienbeweis,     circumstantial evidence,
indizieren,    subscript,
indizierhahn,     indicator cock,
indiziert,    indexed; subscripted,
indizierte,    index,
indizierte adressierung,    indexed addressing,
indizierung,     indexing; subscription,
indonesien,     Indonesia     indonesian,
indossant,     endorser,
indossanten,     endorsers,
indossatar,     endorsee,
indossatare,     endorsees,
indossierbar,    endorsable,
indossieren,    to endorse,
indossierend,    endorsing,
indossiert,    endorses,
indossierte,    endorsed,
in dreifacher ausfertigung,    in triplicate,
induktion,     induction,
induktionsfrei,    non-inductive,
induktionsschritt  math,       induction step,
induktionsvoraussetzung  math,       induction hypothesis,
induktiv,    inductive,
induktive,    inductively,
induktivität,     inductance; inductivity,
induktor,     inductor; rotor,
industrialisiere,    industrialize,
industrialisieren,    industrialize,
industrialisierend,    industrializing,
industrialisiert,    industrializes,
industrialisierte,    industrialized,
industrialisierung,     industrialisation; industrialization,
industrialismus,     industrialism,
industrie,     industry,
industrieanlage,     industrial plant,
industriearbeiter,     industrial worker,
industriedunst,     smog,
industriegebiet,     industrial area,
industriell,    industrial,
industrielle,    industrially,
industriemesse,     industrial fair,
industrien,     industries,
industrieproduktion,     industrial output,
industriestaat,     industrial country,
industriestaaten,     industrial countries,
industrieunternehmen,     industrial enterprise; industrial firm; industrial undertaking,
induzieren,    to induce,
in ehrfurcht erschauern,    to be awestruck,
in ehrfurcht erstarren,    to be awestruck,
in eile sein,    to be in a hurry; to be in a rush,
ineinander,    into one another,
ineinandergegriffen,    intertwined,
ineinandergeschoben,    telescoped,
ineinandergreifen,    to interlock; to intertwine,
ineinandergreifend,    interlocking; intertwining,
ineinanderschiebend,    telescoping,
in einem ausschuss sein,    to be on a committee,
in einem fort,    on and on,
in einem hotel übernachten,    to stay at a hotel,
in einem rutsch,    in one go,
in einen zustand versetzen,    set ; to set ;set,
in eine reihenfolge bringen,    to sequencing,
in einer entfernung von,    at a distance of,
in einer prüfung durchfallen,    to fail an examination,
in einer richtung,    unidirectional,
in einer wohngemeinschaft leben,    to share a flat with several other people,
in eine schlange stehend,    cuing,
in eingriff stehen,    mesh,
in einklang stehendi,    consistent,
in ein tagebuch eintragen,    journalize,
in einzel oder isolierhaft,    incommunicado,
in email malen,    to enamel,
inempfindlich,    insensitive,
in engem größerem rahmen,    on a small     in remembrance of,
in erinnerungen schwelgen,    reminisce,
in ermangelung,    for want of,
in erstaunen setzen,    to amaze; to astonish,
in erstaunen versetzt,    astonished,
in erwägung ziehen,    to take into consideration,
in etwas aufgehen,    to be merged in,
infanterie,     infantry,
infanterist,     infantryman,
infanteristen,     infantrymen,
infarkt,     infarct,
infarkte,     infarcts,
in fehde liegen,    be at feud,
infektionskrankheit,     infectious disease,
infektiös,    infective,
infektiöse,    infectively,
in felder aufgeteilt,    fielded,
infimum  math,       infimum,
infinitiv,     infinitive,
infinitive,     infinitives,
infinitum,     infinitum,
infizieren,    infect; to infect,
infizierend,    infecting,
infiziert,    infects,
infizierte,    infected,
in flammen,    aflame,
in flammen aufgehen,    go up in flames,
in flammen stehen,    be a blaze,
in flaschen abfüllend,    bottling,
in flaschen abgefüllt,    bottled,
inflation,     inflation,
influenz,     induction,
info  kurz für information,     info,
infolge,    as a result of; due to; owing to,
infolge des regens konnten wir nicht kommen,    Owing to the rain we couldn't come.,
infolgedessen,    consequently; hence,
informant,     informant,
informanten,     informants,
informatik,     computer science; informatics; information science,
informatiker,     computer scientist,
informationen,     blurb; information,
in formation fliegend,    formating,
informationsanbieter,     information provider,
informationsbank,     information pool,
informationsflut,     information flood,
informationsgehalt,     information content,
informationsgewinnung,     acquisition of information,
informationshändler,     information broker,
informationsmanagement,     information management,
informationsspeicher,     information memories; information memory,
informationstechnologie,     information technology,
informationstheorie,     information theory,
informationsträger,     information carrier,
informationsverbindung,     connection of information,
information  über,     about); information     informative; informatively,
informatorisch,    informational,
informieren,    to inform; to instruct,
informierend,    informing,
informiert,    informed; informs; schooled,
informierte,    informed,
infra,    infra,
infragestellung,     impeachment,
infrarot,    infrared; ultrared,
infrarotlesestift,     infrared-lightpen,
infrastruktur,     infra structure; infrastructure,
in fresko bemalend,    frescoing,
infusion,     infusion,
in fässer füllend,    barrelling,
in fässer gefüllt,    barrelled,
in führung gehen,    to gain the lead,
in gang gebracht,    actuated,
inganghaltung,     keep going,
in gang kommen,    to get going; to get starting; to get under,
in gang setzen,    to get something going; to launch; to put in train; to start up,
ingangsetzungen,     startings,
in gedanken versunken,    absorbed in thought,
in gedanken vesunken sein,    to be lost in thought,
in gegenseitiger verbindung stehen,    intercommunicate,
in geheimnisvolles dunkel gehüllt,    wrapped in mystery,
in geheimschrift geschrieben,    cryptographic; cryptographically,
in gehobener stimmung,    in high spirits,
in gehobener stimmung sein,    to be in high spirits,
in geld schwimmen,    to be flush with money,
in geldverlegenheit sein,    to be pressed for money,
in gelächter ausbrechen,    to burst out laughing,
ingenieur,     engineer,
ingenieure,     engineers,
ingenieurschule,     school of engineering,
ingenieurschulen,     schools of engineering,
ingenieurwesen,     engineering,
ingenieurwissenschaften,     technics,
in geschäften,    on business,
in gestalt von,    in the shape of,
in gestellen untergebracht,    bay-mounted,
in gewissem maß,    in some degree,
in gewissem sinne,    in a sense,
in gewisser hinsicht,    in a sense; in a way,
in gleichem maße,    equally; to the same extent,
in grenzen,    up to a point; within limits,
in großem maßstab,    on a large scale,
in großen mengen,    in great quantities,
in großen zügen,    along general lines,
in gutem glauben handeln,    to act in good faith,
in gutem zustand,    in good conditions,
in guten verhältnissen leben,    to live at ease,
in guter laune,    in a good temper,
in guter ordnung,    shipshape,
ingwer,     ginger,
in güte,    amicably,
inhaber,     bondholder; holder; owner; possessors,
inhaberaktie,     bearer share,
inhaberpapier,     bearer instrument,
inhaberscheck,     cheque to bearer,
inhaberschecks,     cheques to bearer,
inhaberwechsel,     bearer bill,
inhalation,     inhalation,
inhalationen,     inhalations,
inhalationssmittel,     inhalant; inhalants,
inhalieren,    to inhale,
inhalierend,    inhaling,
inhaliert,    inhales,
inhalierte,    inhaled,
inhalt,     content; contents; index; substance; topic; volume,
inhalte,     contents; tenors; volumes,
inhalt eines buches,    subject matter,
inhaltsadressiert,    content-addressed; data-addressed,
inhaltsangabe,     epitome; precis; summary,
inhaltsangaben,     tables of contents,
inhaltslos,    empty; lacking in substance; meaningless; unsubstantial,
inhaltslose,    unsubstantially,
inhaltsorientiert,    associative,
inhaltsreich,    rich in substance,
inhaltsverzeichnis,     directory; table of contents,
in  hinein,      into,
in hinsicht auf das eben erwähnte,    in these premises,
in hinterhalt lockend,    ambushing,
in hohem maße,    highly; to a high degree,
inhomogen,    inhomogeneous,
inhärent,    inherent,
in höchstem maße,    extremely,
initiale,     initial,
initialen,     initials,
initialisieren,    to initialize,
initialisierend,    initializing,
initialisiert,    initialized; initializes; initiated,
initialisierung,     initialization,
initialisierungsprogramm,     initializer,
initiative,     initiative,
initiatoren,     initiators,
initiierung,     initiation,
in jeder beziehung,    in every respect,
in jeder hinsicht,    in all respects; in every respect,
in jeglicher richtung,    anyway,
injektion,     injection,
injektionen,     injections,
injektion  math,       injection,
injektiv math,      injective,
in jemanden verknallt sein,    to have a crush on someone,
in jemandes bann stehen,    to be under someone's spell,
injizieren,    to inject,
inkarnation,     incarnation,
inkarnationen,     incarnations,
inkassoanzeige,     advice of collection,
inkassovollmacht,     collecting power,
inkassowechsel,     bill for collection; bills for collection,
in keiner weise,    in no way,
in klammern gesetzt,    bracketed,
in klammern setzen,    parenthesize,
inklusive,    inclusive,
inkognito,    incognito,
in kollision,    afoul,
in konflikt stehend,    conflicting,
inkongruent,    incongruent,
inkongruente,    incongruently,
in konkurs gehen,    go bankrupt,
inkonsequent,    inconsequential,
inkonsequente,    inconsequentially,
inkonsequentere,    more inconsistent,
inkonsequenteste,    most inconsistent,
inkorporierte neu,    reincorporated,
inkorporiert neu,    reincorporates,
inkorrekt,    incorrect,
inkorrektere,    more incorrect,
inkorrekteste,    most incorrect,
in kraft sein,    to be in force,
inkraftsetzung,     enactment,
in kraft treten,    to come into force; to go into effect,
inkremental vorwärts zählend,    incremental,
inkrementierer,     incrementer,
inkubation,     incubation,
in kurzem,    before long,
in kurzer zeit,    in a little while,
in kürze,    shortly,
inland,    national,
inlandflug,     domestic     domestic sales,
in lebensgröße,    full length,
inlett,     ticking,
inlettstoff,     ticking,
in liebevoller sorge begleitet sie ihn,    With tender and loving care she follows him.,
inliegend,    enclosed,
in linie gebracht,    aligned,
in losen gefertigt,    batch-fabricated,
in maschinenschrift,    typewritten,
in meinem namen,    on my behalf,
in meiner jugend,    in my younger days,
in menge,    galore,
in mitleidenschaft ziehen,    to affect,
inmitten,    amid; amongst; midst,
in nach übersee,    overseas,
innen,    indoor; indoors; inside; interiorly; inwards  Innen...      inboard; inner; interior,
innenansicht,     interior view,
innenarchitekt,     interior decorator,
innenausstattung,     interior decoration,
innengewinde,     female thread; internal thread,
innenhof,     court yard; patio,
innenkreis,     incircle,
innenminister,     minister of the interior;   Secretary of the Interior;   Home secretary,
innenpolitik,     home policy,
innenring,     cone; inner race,
innenräume,     interiors,
innensechskantschraube,     allen screw; socket head screw; socket screw,
innenseite,     inner surface,
innenseiten,     insides,
innenstadt,     city centre,
innenteil,     core,
innenverzahnung,     internal teeth,
inner,    intrinsic; inward,
innerbetrieblich,    internal; interoffice,
innere,     inside  innere      inner; interior,
innereien,     entrails; giblets; inwards,
innerer,    interior,
innerer punkt math,      interior point,
innerer wert,    intrinsic value,
inneres,    inside,
innerhalb,    inside; intra; within,
innerhalb der lieferzeit liefen,    to deliver within the specified time,
innerhalb des systems,    intrasystem,
innerhalb von,    in the space of,
innerlich,    inner; inwardly; mentally,
innerlichkeit,     inwardness,
innerst,    inmost; innermost; midmost,
innerste gefühle,    heartstrings,
innerste sphären,    sanctums,
innewohnen,    indwell  Innewohnen       immanence,
innewohnend,    inherent,
innigere,    more intimate,
innigkeit,     ardency; intimacy,
innigst,    most intimate,
in not,    stranded,
innung,     guild,
innungen,     guilds,
innwendig,    interior,
inoffiziell,    inofficial; inofficially; nonofficial; unofficial; unofficially,
inoffizielle,    nonofficially; unofficially,
in ohnmacht fallend,    swooning,
in ohnmacht gefallen,    swooned,
inoperabel,    inoperable,
in ordnung,    all right; alright; decent; groovy; okay,
in ordnung bringen,    to fix up  ; to put in order; to remedy,
in panik versetzen,    to stampede,
in panik versetzend,    stampeding,
in panik versetzt,    stampeded,
in papier eingewickelt,    papered,
in papier einwickelnd,    papering,
in pflege geben nehmen,    to put     phased,
in privatbesitz,    privately owned,
in radio,    on the radio,
in raten zahlen,    to pay by     to invoice,
in rechnung stellend,    invoicing,
in reparatur,    under repair,
in ruhe lassen,    to leave alone; to let alone,
insasse,     inmate,
insassen,     inmates,
insassenversicherung,     passenger insurance,
ins auge fassen,    to envisage,
ins auge fassend,    envisaging,
ins ausland,    abroad,
ins ausland gehen,    to go abroad,
in saus und braus leben,    to live on the fat of the land,
insbesondere,    in particular; particularly,
ins bett bringen,    to put to bed,
ins bett gehen,    to go to bed,
ins blaue hinein reden,    to talk at large,
in schach halten,    to keep in check,
in scharfem tempo,    at a good clip,
in scheiben schneidend,    slicing,
in schlechter laune,    in a bad temper,
in schulden geraten,    to run into debt,
in schwierigkeiten geraten,    get into trouble; to get into difficulty,
in schwierigkeiten sein,    to be in trouble,
in schönster ordnung,    as right as a rivet; as right as a trivet,
in seiner ganzheit,    as a whole,
ins einzelne gehen,    particularize; to go into details,
insekt,     insect,
insekten,     insects,
insektenfressend,    insectivorous,
insektenfresser,     insectivore,
insektengift,     insecticide,
insektenpuppe,     chrysalis,
insektenpuppen,     chrysalises,
insel,     insular; island,
inselbewohner,     islander,
inselchen,     islet,
inselgruppe,     archipelago,
inselgruppen,     archipelagoes,
insellösung,     isolated application,
inseln,     insulars; islands,
inselstaat,     insular state,
inselvolk,     insular race,
inserat,     ad; advertisment,
inserate,     advertisements,
inserent,     advertiser; advertising space buyer,
inserentenetat,     advertising account,
in serie bauen,    to produce in series,
in serie gehen,    to go into production,
in serie herstellen,    to produce in series,
inserieren,    to advertise,
inseriert,    advertised; advertises,
inserierte,    advertised,
ins gegenteil umschlagen,    to switch completely,
insgeheim,    in secret,
insgesamt,    altogether; collectively; in all,
insgesamt als ganzes,    as a whole,
ins gewicht fallen,    to carry weight,
ins gleichgewicht bringen,    equilibrate,
in sich hineinlachen,    chuckle,
in sicht,    in sight,
insignien,     regalia,
insistenz,     insistence,
insistieren,    insist,
insistierend,    insisting,
insistiert,    insists,
insistierte,    insisted,
ins kino gehen,    go to the pictures     run to leaf; run wild,
ins landesinnere reisen,    to go up country,
insofern,    in so far; inasmuch; insofar,
insofern als,    inasmuch,
insolvenz,     insolvency,
insolvenzen,     insolvencies,
inspektor,     superintendent,
inspektoren,     superintendents,
inspiration,     afflatus,
inspirativ,    inspirational,
inspirativen,    inspirationally,
inspirierte,    inspired,
ins reine bringen,    to iron out,
ins schwarze treffen,    to hit the mark,
instabil,    unstably,
instabilität,     instability,
installateur,     installer; plumber,
installateure,     installers,
installation,     installing,
installationen,     installations,
installierbar,    installable,
installieren,    to install,
installierend,    installing,
installiert,    installs,
installierte,    installed,
installierung,     installation,
instandgesetzt,    mended,
instandhalten,    to maintain,
instandhaltung,     maintenance; servicing,
instandsetzen,    to mend; to repair,
instandsetzend,    mending,
instandsetzung,     restoration,
instandsetzungsdauer,     active repair time,
instanz,     instance,
instanzen,     instances,
instinkt,     instinct,
instinkte,     instincts,
instinktiv,    instinctive; intuitively,
instinktive,    instinctively,
instinktmäßig,    instinctive,
institut,     institute,
institutionalisieren,    institutionalize,
institutionalisierend,    institutionalizing,
institutionalisiert,    institutionalizes,
institutionalisierte,    institutionalized,
institutions,    institutional,
in streifen schneiden,    slit ; to slit ;slit,
in streik treten,    to go on strike,
instruieren,    brief; to instruct,
instruiert,    instructed; instructs,
instruierte,    briefed,
instrument,     instrument,
instrumentalmusik,     instrumental music,
instrumentation,     instrumentation; orchestration,
instrumente,     instruments,
instrumentell,    instrumental,
instrumentieren,    orchestrate,
instrumentierend,    orchestrating,
instrumentiert,    orchestrates,
instrumentierte,    orchestrated,
instrument stimmen,    to tune up,
inständig,    imploring; imploringly,
inständig bitten,    to crave,
insulaner,     islander,
insular,    insular,
ins wasser fallen,    to fall through,
inszenieren,    to stage,
inszenierung,     production; staging,
inszenierungen,     stagings,
intakt,    in good order,
intaktere,    in better order,
intakteste,    in best order,
in tateinheit mit,    in coincidence with,
integer,    integer,
integral,     definite; integral,
integral  math,       integral,
integralrechnung,     integral calculus,
integralrechnungen,     integral calculuses,
integralrechnung  math,       integral calculus,
integration,     integration,
integration  math,       integration,
integrierbar math,      integrable,
integrieren,    to assimilate; to integrate,
integrierend,    integrating,
integrierschaltkreis,     integrator,
integriert,    integrated; integrates,
integrierte,    integrated,
integrierte analogschaltung,    analog integrated circuit,
integrierte lautsprecheranlage,     integrated loudspeaker,
integrierter schaltkreis,    chip,
integrierte schaltung ic,    integrated circuit     reintegrates,
integrierung,     integration,
integrität,     integrity,
in teile trennen,    to fractionize,
intelektuell,    intellectual; intellectually,
intellekt,     intellect,
intellektuelle,     egghead; highbrow; intellectual,
intellektuellen,     intellectuals,
intellektueller höhenflug,         bright; intelligent; intelligently,
intelligente datenstation,    intelligent terminal,
intelligentere,    more intelligent,
intelligenteste,    most intelligent,
intelligenz,     intelligence,
intelligenztest,     intelligence test,
intendant,     intendant,
intendieren,    to aim at; to intend; to plan,
intensität,     intenseness; intensity,
intensiv,    acute; intense; intensely; intensive; intensively,
intensivere,    more intense,
intensivieren,    to intensify,
intensivste,    most intense,
interactiv,    interactive,
interaktiv,    interactive,
interaktiver modus,    interactive mode,
interdisziplinär,    interdisciplinary,
interessant,    absorbing; interestedly; interesting,
interessanten,    interestingly,
interessantere,    more interesting,
interessanteste,    most interesting,
interesse,     concern; interest; interesting,
interessen,    to protect; to safeguard  Interessen       interests,
interessengebiet,     field of interest,
interessengebiete,     fields of interest,
interessengemeinschaft,     community of interest,
interessengruppe,     lobby,
interessengruppen,     lobbies,
interessent,     interested party,
interessenten,     interested parties,
interessenverband,     association,
interessen wahrnehmen,    to attend to interest,
interessiere,    am interested in,
interessieren,    to be interested in; to interest,
interessierend,    interesting,
interessierst,    are interested in,
interessiert,    interested; is interested in,
interessierte,    was interested in,
interessiertem,    interested in,
interessierten,    were interested in,
interface,     inferface,
interferon,     interferon,
intergalaktisch,    intergalactic,
intergrierte neu,    reintegrated,
interimsregierung,     provisional government,
interkonfessionell,    interdenominational,
interkontinental,    intercontinental,
interkultur,    intercultural,
intermezzo,     intermezzo,
intermittierend,    intermittent,
intern,    interior; internal; internally; intra,
internat,     college,
international,    internationally,
internationale arbeitsorganisation iao,    International Labour Organization     arbitrage margin,
internationalisieren,    internationalize,
internationalisierend,    internationalizing,
internationalisiert,    internationalizes,
internationalisierte,    internationalized,
internationalisierung,     internationalization,
internationalismus,     internationalism,
interne,    internal; internally,
interne revision,    administrative audit,
interner zinsfuß,    actuarial return,
internieren,    to intern,
internierend,    interning,
interniert,    interns,
internierte,    interned,
internierung,     internment,
internierungen,     internments,
internist,     internist,
interplanetarisch,    interplanetary,
interpolation,     interpolation,
interpolation  math,       interpolation,
interpolieren,    intercalate,
interpreter,     interpreter,
interpretierbar,    interpretable,
interpretieren,    to interpret,
interpretierend,    interpreting; interpretively,
interpretierende,    interpretive,
interpretiert,    interpreted; interprets,
interpretierung,     interpretation,
interpunktation,     punctuation,
interpunktion,     punctuation,
interrassisch,    interracial,
interruptgesteuert,    interrupt-driven,
interstellar,    interstellar,
intervall,     interval,
intervalle,     intervals,
intervall  math,       interval,
intervalltaktgeber,     interval timer,
intervenieren,    to intercede,
intervenierend,    interceding,
interveniert,    intercedes; intervenes,
intervenierte,    interceded,
interventionen,     interventions,
interview,     interview,
interviewend,    interviewing,
interviewer,     poller,
interviewt,    interviews,
interviewte,    interviewed,
intim,    intimate,
intimität,     intimacy,
intim sein,    hobnob,
in tokens übersetzt,    tokenized,
intolerant,    intolarantly; intolerantly,
intolerante,    intolerant,
intolerantere,    more intolerant,
intoleranz,     intolerance,
intonation,     intonation,
intransitiv,    intransitive; intransitively,
intravenös,    intravenous,
intravenöse,    intravenously,
intrigant,     intriguer; machinator,
intriganten,     intriguers,
intrige,     intrigue; machination,
intrigen,     intrigues; machinations,
intrigieren,    cabal; intrigue; machinate,
intrigierend,    caballing; intriguing; machinating,
intrigiert,    cabals; machinates,
intrigierte,    caballed; intrigued; machinated,
in tränen ausbrechen,    to burst into tears,
intuition,     intuition,
intuitiv,    intuitional; intuitive; intuitively,
intuitive,    intuitionally,
in und auswendig kennen,    to know inside out,
in unkenntnis,    unaware,
in unordnung,    out of order,
in unordnung bringen,    disarray,
in unordnung bringend,    disarraying; disordering,
in urlaub fahren,    to go on holiday,
invalide,     disabled person; invalid,
invaliden,     disabled people,
invalidengrenze,     disablement pension,
invalidenrente,     disability pension,
invalidenversicherung,     disability insurance,
invalidität,     disablement,
invariant math,      invariant,
invasion,     invasion,
inventar,     fixtures; inventory; stock,
inventare,     inventories,
inventarisierend,    inventorying,
inventarisierte,    inventoried,
inventur,     inventory; stocktaking,
inventur aufnehmen,    to take inventory; to take stock,
inventur machen,    to take inventory; to take stock,
in verbindung bleiben,    to keep in touch,
in verbindung stehen mit,    to be connected with,
in verlegenheit,    at a loss,
in verruf bringen,    to decry,
in verruf bringend,    decrying; discrediting,
in verruf gebracht,    decried,
invers,    reverse,
inverse  math,       inverse,
inverser schrägstrich,    inversed slant,
inverse tangente,    arc tangent,
in versform bringen,    versify,
in versform bringend,    versifying,
in versform gebacht,    versified,
in versuchung führen,    to lead into temptation,
in versuchung kommen,    to be tempted,
in versuchung sein,    to be tempted,
invertierbar math,      invertible,
invertiert,    inverse; reversed,
invertierte,    inverse,
invertierte liste,    inverted file,
invertierung,     inverting,
in vertretung von,    as representative of,
in verzückung geraten über,    at; over); to go into raptures     invest,
investieren,    invest,
investierend,    investing,
investiert,    invests,
investierte,    invested,
investierte neu,    reinvested,
investiert neu,    reinvests,
investition,     capital expenditure; investment,
investitions,    investment,
investitionsanreiz,     investment incentive,
investitionsgüter,     capital goods,
investitionsprogramm,     capital expenditure program     amount to by invested,
investmentfonds,     investment fund,
investmentgesellschaft,     investment company,
investor,     investor,
in vieler hinsicht,    in many respects,
in vollem ernst,    in dead earnest,
in vollem gange sein,    to be in full swing,
involution  math,       involution,
in vorwärtsrichtung vorspannen,    to forward-bias,
in waffen stehen,    to be under arms,
in wartestellung setzen,    to put on hold,
in wechselbeziehung stehend,    interrelated,
in welchem zusammenhang,    in what connection?,
in welcher branche ist,    what line are you in?,
inwendig,    inside,
inwiefern,    how; in what way,
inwieweit,    how far,
in worte kleiden,    to put into words,
in worten ausdrücken,    to verbalize,
in wut bringen,    to incense,
in wut geraten,    to fly into a passion,
in würfel geschnitten,    cubed,
in würfel schneidend,    cubing,
in zahlen aufgeteilt,    scalar,
in zivil,    in mufti,
in zonen einteilen,    zone,
inzucht,     inbreeding,
in zukunft,    for the future; in the future,
in zwei stufen,    two-step,
inzwischen,    in the meantime; meantime; meanwhile,
in zwischenräumen,    interstitially,
in ärztlicher behandlung sein,    to be under medical treatment,
in überfluss vorhanden,    plentifully,
ion,     ion,
ionen,    ionic,
ionenröhre,     gas tube,
ionenstärke,     ionic strength,
ionisch,    ionic,
ionisierbar,    ionizable,
ionisieren,    ionize,
ionisierend,    ionized,
ionisiert,    ionized,
ionisierung,     ionisation; ionization,
ionospherisch,    ionospheric,
ionosphäre,     ionosphere,
irak,    Iraq     Iran     mundane; terrestrial; terrestrially,
irdische,    terrestrially,
ire,     Irishman,
irgendein,    any; some,
irgendeiner,    any; anybody; anyone; someone,
irgendeinmal,    someday,
irgendein witzbold,    some wit,
irgend etwas,    any; anything; something; somewhat,
irgendetwas,    anything; some,
irgendetwas ist immer dran,    No smoke without a fire.,
irgend jemand,    anybody; anyone; somebody; someone,
irgendjemand,    anybody; anyone,
irgendwann,    any time; anytime,
irgendwas,    something; somewhat,
irgendwelch,    any,
irgendwelche,    any,
irgendwie,    anyhow; anyway; anywise; somehow; somehow or other; someway,
irgendwo,    anyplace; anywhere; everywhere; some place; someplace; somewhere,
irgendwohin,    anywhere,
irgenwie,    anyway,
iridium,     iridium,
irin,     Irishwoman,
irischer bandit,    rapparee,
irland,     Ireland     irony,
ironien,     ironies,
ironisch,    ironic; ironical; ironically; ironicly,
ironischere,    more ironical,
ironisches,    ironically,
ironischste,    most ironical,
irr,    madly,
irrational,    irrational; irrationally; surd,
irrationale zahl,    irrational number,
irrationalität,     irrationality,
irrationalitäten,     irrationalness,
irre,    mad  Irre       lunatic; madman; madwoman; moron; nutcase; psychotic,
irreal,    unreal; unreally,
irreführen,    misled ; to mislead; to mislead ;misled,
irreführend,    delusive; misdirecting; misleading; misleadingly,
irreführende,    misleading,
irreführung,     misdirection; misguidance,
irregeführt,    misdirected; misleaded,
irregeleitet,    misguided,
irregulär,    irregular,
irreleiten,    to misdirect; to misguide,
irreleitend,    misguiding,
irrelevant,    irrelevant; irrelevantly,
irren,    to err; to stray; to wander  Irren       psychotics,
irrenanstalt,     mental house,
irrenarzt,     alienist; mad-doctor,
irrend,    being mistaken; errant; erring; mistaking,
irrenhaus,     madhouse; mental home,
irrenhäuser,     madhouses,
irren ist menschlich,    We all make mistakes.,
irreparabel,    irreparable; irreparably,
irreredend,    delirious,
irreredende,    deliriously,
irrer typ,    freak,
irre werden,    to go crackers,
irrfahrt,     odyssey,
irrglaube,     misbelief,
irrgläubige,     misbeliever,
irrig,    erroneously,
irritieren,    to irritate,
irritierend,    irritating,
irritiert,    irritates,
irritierte,    irritated,
irrsinn,     insanity; lunacy,
irrsinnig,    lunatic; lunaticly,
irrsinnigere,    more insane,
irrsinnigste,    most insane,
irrst,    are mistaken,
irrt,    errs; is mistaken,
irrt ab,    strays,
irrte,    erred; was mistaken,
irrten,    were mistaken,
irrtum,     aberrant; error; falsity,
irrtum vorbehalten,    errors expected,
irrtümer,     errors; falsities,
irrtümlich,    by mistake; erroneous,
irrtümliche,    erroneous; erroneously,
irrtümlicherweise,    mistakenly,
ischias,     sciatica,
ischiasnerv,     sciatic nerve,
islamisch,    Islamic,
island,     Iceland     isobar,
isobaren,     isobars,
isolation,     isolation,
isolationismus,     isolationism,
isolationist,     isolationist,
isolationisten,     isolationists,
isolator,     insulator,
isolier,    insulating,
isolierband,     insulating tape; rubber tape,
isoliere,    insulate,
isolieren,    insulate; soundproof; to isolate; to segregate; to strip,
isolierend,    insulating; isolating; soundproofing,
isolierete,    soundproofed,
isoliermaterial,     insulant; insulating material,
isolierschicht,     insulating layer,
isoliersoff,     insulant; insulating material,
isolierstation,     isolation ward,
isoliert,    insulated; insulates; isolates; soundproofs,
isolierte,    insulated; isolated,
isolierung,     insulation; isolation,
isomer,     isomer  isomer      isomeric,
isomere,     isomers,
isometrie  math,       isometry,
isometrisch,    isometric,
isometrische,    isometrical,
isometrischen,    isometrically,
isometrisch math,      isometric,
isomorphismus  math,       isomorphism,
isomorph math,      isomorphic,
isopren,     isoprene,
isopropanol,    isopropyl,
isopropyl,     isopropyl,
isotherme,     isotherm,
isothermen,     isotherms,
isothermisch,    isothermal,
isothermische,    isothermally,
isotop,     isotope,
isotope,     isotopes,
israel,     Israel     Israeli,
israelit,     Israelite,
isst,    eats,
ist,    is,
ist anderer meinung,    dissents,
istausgaben,     actual outlay,
ist ausgelassen,    revels; rollicks,
ist behilflich,    befriends,
istbestand,     actual amount; actual result; actual stock,
istbetrag,     actual amount,
ist das ihr ernst,    Are you in earnest?,
istdaten,     actual cata,
ist dienlich,    subserves,
